"","CTRL1","CTRL2","CTRL3","CTRL4","AA1","AA2","AA3","AA4"
"ZBTB10",4.42607221821276,3.89096401432831,5.09835787080609,3.69454039796887,5.64883887257889,5.2823506675327,4.88529806523874,4.92837241506646
"SNX2",6.91719010869607,7.18366939507893,7.53267532339208,7.35673660244354,7.62953957500283,7.08306680293828,7.95445927468261,8.11935374833506
"SRY",5.03675785062454,4.81968112232576,4.64554192329819,4.96712647376648,4.56811856774428,4.7444695675946,4.35121473611687,4.31852387931769
"TCF7L2",5.81195564822625,6.06123851453289,6.09350584994615,6.57768245864312,6.07546337272306,5.96509315713628,7.03123946557261,7.30416787289519
"THBS1",4.68872235621492,4.15244694900679,4.71328325473214,4.37195740842349,5.14707715382475,5.05695782128866,5.02260817836381,5.03337652969919
"KLF10",8.74942673831596,9.05690737259263,9.24360424061503,8.7301950214726,9.50759696897968,9.56790428389779,9.20354988212167,9.58365651600234
"TSPAN8",9.50155005563156,7.04736256536965,9.6738721285199,8.93318657151075,9.45087511964682,9.52420035814846,9.20034755389984,9.33349140259638
"TNFAIP2",7.35631402836723,7.40062895669469,7.00251437880677,7.37942801308568,8.12543128121456,8.04475862754655,8.03519587838051,7.90343155662744
"TNFAIP3",7.38434022643266,6.46341684498681,7.69556100582722,6.23823273421677,9.60029537659404,9.58978599113125,8.80194473539752,8.86200860680818
"TRAF3",6.5224446756104,7.26879838801412,6.54115516638796,7.03782388526473,6.96120979375139,6.93834676957428,7.55289452461983,7.65968082952084
"TSNAX",5.99299734107508,6.81285052014061,6.88587733861457,6.17318843755553,6.99058742149145,6.60940812408761,6.97355686047039,7.13069388422304
"TUBA4A",8.05043936802699,8.2334355800861,8.11771138198643,8.68295635512224,8.24156103319935,8.34071368079219,9.02343117287637,9.17529264864402
"UBE2V2",6.62963209409658,7.41452572455872,6.75555654364832,7.58057313978795,6.92466961055653,6.96894927993955,8.05792519022387,8.31011213367431
"UFD1",7.50973325254272,8.12812822096915,7.81478982144756,8.27416260262152,7.78451684418954,7.96218958111484,8.68132718393278,8.9599302528298
"ZNF75D",5.89009099687928,5.42266693854145,5.91608282947452,5.52460227342568,6.12758548819269,5.97715375626855,5.8823797960253,5.99507110044206
"ZNF227",4.34058773254914,4.61327890626867,4.79589216107059,4.36868181941764,4.69459484102801,5.01218576683603,4.87534641191903,5.15658294230409
"USP7",6.35194955862573,6.84674728013723,6.56557084867542,7.07517358436117,6.70226021611342,6.74329368278184,7.48732174721486,7.66157790373561
