"","CTRL1","CTRL2","CTRL3","CTRL4","AA1","AA2","AA3","AA4"
"MIS12",5.83469812372877,6.33495489551688,6.5223695610122,5.98304464178292,6.31356318355529,6.10973726731816,6.83400020748396,6.94802431080184
"SPATA5L1",7.43192424538365,7.73512754695527,7.66946491841207,7.46031530380246,7.9964333651202,7.76050276295542,8.04375766006926,8.42317680459822
"CALB1",5.49269159821148,4.46603093894031,5.66730422835018,4.96512191468381,5.72172845386764,5.67895116972134,5.47802512069047,5.4105803119269
"BHLHE41",7.94566481652731,5.94774120030284,8.141710973884,8.69143621857062,8.22343925506152,7.98058380240998,9.00747734828541,9.23313334953526
"C3orf52",5.38856112224377,6.01676904936978,5.45898906358399,5.67655936116611,5.93923473874355,5.78594477268412,6.26456106934066,6.22645542790649
"SLTM",6.1628204614682,6.04765156639938,6.62811054651014,5.57311229963278,6.4794125578619,6.45714774073238,6.69398220149696,6.9017086058798
"FBXO11",5.99133432529993,5.74776390287462,6.37411553844952,5.57545506131288,6.28630648901488,6.14868755909243,6.31237498149479,6.59882612818518
"TM2D3",8.36882643636616,7.99688842976776,8.56102428981763,7.09993591116254,8.71106516436336,8.56836279217997,8.12858830601272,8.26079750393484
"PDHX",7.98863450460131,7.85414430308471,8.18140937064502,7.8314602323021,8.36022848215851,8.06701141283292,8.33542288695303,8.42721421544427
"NRIP1",8.53928635765179,7.79368065433566,8.74699785388271,7.45170302657765,8.95144499039561,8.98682828620801,8.65746705995459,8.84811077005696
"PEX3",7.35601400878778,7.93241363992324,7.53656615237444,8.02515386526615,7.75738867775287,7.44339244571804,8.71847139456771,8.7345446451017
"RGS20",5.15230953234204,5.56156577952819,5.40281621187454,5.70027403856828,5.74070696814643,5.29064048980393,6.33593165161593,6.35291094378406
"SNX4",4.51192658168252,5.17020799246233,4.81623377657214,5.46591877278812,4.78232689234947,5.00524749243912,6.08037786469618,5.93601781478851
"RIOK3",8.66433326405155,8.39573873474049,8.98206738581085,8.33158994770219,9.16530761885297,8.95784313971413,8.8081203769635,8.87620708813991
"TNFRSF10B",6.96571333544134,7.53276202574424,7.24458126322067,7.61872990546233,7.73813934061919,7.59055566161875,8.05939884182107,7.95667382704419
"SYNJ1",5.69853670685753,5.26071231687838,6.04077300694484,5.40633586478284,5.88225297062121,5.82232028571199,6.11600606534622,6.56751255423808
"IER3",9.236063457626,9.84159395035491,9.44315531877288,9.34663772889804,10.6081166382536,10.5119108954138,11.0818250754307,11.1386615955367
"CCNC",7.56548491583399,8.06057582326426,7.81810445758387,8.35194756489187,7.95032641389291,7.87406080038989,8.86581138683075,9.14814341193649
"IL33",3.36865511198032,3.06306072384781,3.14243088690389,4.25442549580138,3.28178599049244,3.27130273659116,4.62735773631406,5.00420883049862
"PDCD5",5.86475642683436,6.49177600343437,5.80944825554355,6.2787834699314,6.21951402932802,6.21742999920621,6.60561374035763,6.81525773339004
"NXPE3",3.52704795468071,4.14512504533391,3.43374452862088,4.00705823278571,3.84749802903087,3.64160158264238,4.53073166439367,4.85538619850292
"DDX21",8.66986616607471,8.39398367410348,8.77089294769484,9.07342008955091,8.81139913878187,8.62414305832639,9.50113957687281,9.56238413700306
"ADGRG1",6.85550031936898,7.70234061331416,7.10862013542704,7.82875386811265,7.38830014383013,7.36114803921977,8.36806124663565,8.29588912759696
"LPXN",7.20700103131741,6.57296787299949,7.11387507258298,7.63017799180905,7.27892540574411,7.2023112387402,7.65794648433388,7.80278521789123
"MED17",7.58795836245353,7.58539501133052,8.11040329292099,7.48710966233765,7.91264240887347,8.02871923313821,8.19044171428512,8.38420177554197
"SCAMP1",4.68191642783808,5.64935468718188,5.33957785443077,5.82013868553322,5.07965665211822,5.5832482191193,6.39982154789424,6.36589704514574
"RBM39",8.5421369704163,7.88968642252738,8.79728707072563,7.78774104509618,8.87718225508999,8.69570222095467,8.50753254705413,8.64940076231378
"WTAP",7.36617784728648,6.90156001706521,7.43910579985047,6.58449081118583,7.71287202757192,7.53904984703724,7.52408639466899,7.29268250179035
"TTC37",5.83983383097544,6.13445409464491,6.17136354404269,6.8808496035215,6.29854317981735,6.23219642491979,7.20068986681982,7.29119951344062
"CD74",6.29004538373048,5.72413367701732,6.01167924642148,5.98304464178292,5.80743730660192,5.96174095186496,5.50283668071312,5.17270142306055
"TCAF1",5.52500766927375,5.59058302227605,5.77623762084333,6.19958237015106,5.85472374180267,5.83755971340753,6.58067672905571,6.63452324516864
"BCLAF1",6.91067104800604,7.60812232509673,6.99675354347782,8.19659192267894,7.45107737680714,7.43828382206151,8.35097397425108,8.24297555310031
"SERTAD2",8.9860364275576,8.84638587116667,9.13447665869972,9.57183450837783,9.35695568462245,9.44130661671181,9.59065770418853,9.72538428648477
"TSC22D2",7.49071431078037,7.87788323218807,7.75639995593035,7.3120215700248,7.94919533220452,8.18436038223052,7.78399447083259,8.06187905009328
"RB1CC1",7.39527817233363,7.04152164618817,7.50635793567082,7.13503932246977,7.63469332291046,7.4824067267259,7.72335393372165,7.87490359180196
"EPM2AIP1",7.41635237333726,7.110455646587,7.61530116097199,7.16984501489266,7.62771815634893,7.40248011899283,7.78251605939524,7.81475342652041
"KLHL21",8.44579275732655,7.65178349166922,8.37966087285723,7.97711176346004,8.57407262567007,8.55305996512191,8.39750755578114,8.42241404957511
"G3BP2",5.76886306544361,6.84441174107787,6.2282729065431,7.36016016703141,6.58513120212267,6.61152077173848,7.63562932326403,7.53274755054617
