"","CTRL1","CTRL2","CTRL3","CTRL4","AA1","AA2","AA3","AA4"
"201090_x_at",11.9387463116784,12.6754007308119,12.1407109953207,12.9509729085012,11.977878664833,12.0788459267569,12.9245172946119,13.0291731406065
"203882_at",10.3181651478203,8.61499526840348,10.3696134829993,7.41352435361566,10.3391353303584,10.3194450461202,7.63927554400296,7.42597907662242
"202154_x_at",8.46047203780612,9.04004575742222,8.36364372045004,9.48630763217064,8.57084581070217,8.58901078513074,9.54459994256357,9.53747588845081
"212664_at",5.92848696695658,6.4755174979808,5.90319462171711,7.04030877594627,5.89109312662256,5.96857447942751,6.85975764356878,7.17234323285725
"213726_x_at",10.1694803792042,10.6454894103597,10.172814321445,11.0976504660303,10.3203512625068,10.4099511453194,11.1969497063257,11.1412593924793
"38241_at",5.32845373848355,4.40108277154993,5.50557454788571,4.03467381255672,5.63612981523088,5.48478198155275,4.28547688085968,4.39962565903097
"201058_s_at",5.02621564141517,6.22665350891861,4.98226701954064,5.91196991017741,4.6093356722578,4.81272977598507,5.90715650742968,5.72901945717912
"203035_s_at",6.49447288067507,6.74925779677821,6.47743868813778,6.95411888811925,6.61870608669211,6.62091874785166,7.08358151002588,6.9765481393231
"213355_at",6.26401999187002,5.81170139975916,6.2700367912178,4.84710360236037,6.37251103909295,6.24260760538133,5.28918073167236,5.5832482191193
"204162_at",4.86812863031001,6.61810619211206,5.58757594500622,6.22180074765764,5.08758023088655,5.15234952869822,7.09004459944818,7.38741882923923
"212203_x_at",12.8269544261515,11.6810252797804,12.8075703498648,11.0721171034715,12.8516186252767,12.850244820257,10.7829574818772,10.7680707905773
"217786_at",8.80950772803613,9.37611164899971,8.98504534166373,9.58313057613688,8.99965694155737,8.86588087016358,9.80193651927298,9.72462906141813
"203690_at",4.32310413612116,4.3507668022275,4.67242541429836,4.20000692621675,4.91001099546428,4.57192430847547,4.85088514788254,4.82767302053503
"202798_at",6.27160848406897,6.60269287988327,6.86651296876842,6.449668799428,6.67515536174247,6.15452813624639,7.17025988766943,7.26860754858729
"212449_s_at",6.71311684105303,7.93663339363844,7.24420944665761,7.61194998803081,6.98230782496617,7.0107514395775,7.97801368592448,8.0855324606401
"200056_s_at",6.56415227884436,7.04141184101997,7.09957322266797,6.38803597027851,6.85034638283508,6.8601575539146,6.89333963435824,7.29968399765238
"214748_at",5.95494444985652,4.93730521909067,5.79660843267435,4.83385507396727,5.68361622027202,5.75666903565217,4.99024477716651,5.07005890035113
"201889_at",8.84723822745217,8.23562659669699,9.28690484390691,8.10583827602644,9.07171002099426,9.24623555077495,8.47596980152021,8.6938084559605
"202003_s_at",6.92372094722461,7.49682192100824,6.74694343293359,7.36907325189668,7.00007180704175,6.57889125628855,7.62251219649152,7.43644212152478
"218025_s_at",8.91915501752301,10.5649078672882,9.1796028975692,10.2934501646856,8.96083912003156,9.1771330972684,10.4164928915049,10.4430635829891
"201141_at",4.89869088068702,4.30533434552961,4.77466392315699,4.47649888669435,4.78769656911845,4.8757464758341,4.53562849467742,4.25097863139157
"218308_at",6.57918335495761,7.33531623085559,6.39819947604615,7.20968407233815,6.62046655813688,6.55393395327474,7.40315746233144,7.44743498351988
"211913_s_at",5.3807942114282,4.90654177174473,5.6869799261431,4.8163968593492,5.83394282324725,5.85687491721919,5.03770438579671,4.94921692239904
"202614_at",6.75237355198702,7.16126881635559,7.16831270340856,7.41700346293921,7.14409304357673,6.8625337110955,7.89054875811081,8.03763111955044
"204228_at",8.14495894416303,9.07207855452119,8.42377843432237,8.58171520561883,8.58273236619578,8.23248394719632,8.76563532250851,8.95051680905455
"207345_at",8.35552832738041,7.7896650649969,8.44639307687297,9.03875528769962,8.43221797620717,8.36506922352798,9.28226992498727,9.24212003710599
"205830_at",8.06950154321707,7.45073173984092,8.44410441333014,6.89890678939614,8.37173059019111,8.26280079304922,7.62254357778813,7.70743692471476
"212774_at",5.82466944078272,5.45208426200002,6.53709796246568,5.53889818019955,6.14194578095054,6.046037726989,6.22433816134078,6.34960177106554
"209786_at",7.48939680533723,8.47441276235746,8.23937104592996,7.36310068132717,7.83470001790328,7.94292844810693,7.88990515374145,8.14992076930744
"203567_s_at",7.92432734556584,7.11060757466208,8.01404327957898,7.14183195692304,8.14449375894888,8.00090599809904,6.98626499662616,7.07244490958835
"211754_s_at",5.94377799569564,6.79446840355207,6.44907932429305,6.9298226963305,6.22335533558859,6.37216701395103,7.24072382186801,7.5277314979654
"201884_at",6.66580698974151,6.44417101680195,6.40945241351548,6.9910995733121,6.52959080580669,6.37971419951528,6.9479321348993,7.07481259063041
"202232_s_at",7.81258011092235,8.52179773090473,8.11275053136112,8.21071217717406,8.00304510640384,8.225477648831,8.56130703440203,8.6738565468393
"209844_at",9.07422102160934,9.89464765434972,9.08193437806223,9.92559984200345,9.0772438573863,9.26038819299965,10.0504689207014,9.48940067888292
"204344_s_at",7.07580265744078,7.57026473590639,7.23209455818034,8.04251474562338,7.08587351363105,7.22382382082638,8.13969929088589,8.23290209550432
"212551_at",6.65353347220422,7.33057203822964,6.77396679988787,7.39446492173943,6.77600357383076,6.65712819718692,7.42806995105842,7.57997780158293
"217834_s_at",6.55555227825304,7.29444023974869,6.7897869531751,7.31382178365324,6.69495632898387,6.70260277020213,7.4958741994696,7.63218095857006
"212867_at",7.1733638086249,6.79821006229862,7.43081259401553,6.47290732582866,7.45878233941568,7.2924858442903,7.00412328448053,6.96208592185971
"212501_at",10.2630172826057,8.28164800270617,10.3250312776076,7.99122695524038,10.6704144469832,10.5150331705925,9.13971876348457,9.11316203828368
"203789_s_at",6.88499676443239,5.64065001201853,7.27577594903969,5.18932917733675,7.13538065756099,7.14711716777276,5.51034789378878,5.55411141791955
"203973_s_at",7.08487811403805,7.00366744429526,6.92391247586068,6.30733396707884,9.13812190336986,9.06073911305874,7.37927049367971,7.34121972747976
"208151_x_at",6.93863781452196,6.45412106755357,6.9082235605942,6.78005099249723,6.91833434825419,6.92050894659732,6.27115868317213,6.35180103107918
"202230_s_at",7.32422582256165,8.00580015686049,7.86341356802185,8.09282727971948,7.85818608125636,7.61554822956029,8.4963184711554,8.6327327820955
"200993_at",7.719800964651,8.6457676877525,7.69030937587948,8.48613420299461,7.77610569753731,7.89260006817286,8.80403674324029,8.91528296115594
"203962_s_at",7.63669222678684,7.60013781192102,7.8531478187627,8.41315190814571,7.69496903370646,7.72936759366803,8.96639804890893,8.97985460931995
"203022_at",7.20077857303934,8.10413128098619,7.18165745282834,8.25072283351528,7.24867194807839,7.15709019359196,8.30611869362119,8.41204161463127
"209080_x_at",8.45622628499031,9.2809235256139,8.6957946764646,9.13160106789734,8.75566732698739,8.56569302986281,9.34320844960466,9.54070961160173
"204203_at",6.41780421158002,5.90519334004071,6.77942348285897,5.64156966306409,6.83440220298385,6.8890857194087,6.21416585709605,6.26370342983266
"201306_s_at",9.67860457123018,10.2793832186066,9.86864935884205,9.97309515831934,9.77644787682917,9.68021711032122,10.3039564769998,10.3159423281102
"203650_at",6.13118936856059,7.67586570754778,6.38242531367664,7.56743240423423,6.24628490179479,6.29761675715933,7.82347359501046,8.11782780265594
"201923_at",10.0148251431418,10.6437912297595,9.98548002669936,10.6323498183055,10.0897783622,10.0775993894859,10.6125244876527,10.6912593809771
"200761_s_at",9.16542360631913,9.07782511749074,9.16550392484067,8.45497432165206,9.00398616325502,9.20478026812172,8.47188672061322,8.75135911139097
"209173_at",10.4076733047091,8.97578020590729,10.3790080637868,8.18331325756295,10.443448138985,10.2918290205224,8.34021450735581,8.10804823413965
"209681_at",5.394501059497,5.02138637227042,5.76707033283814,5.3407853400367,6.11952076706843,5.85052066505509,5.97150887396475,6.1892841533841
"214453_s_at",9.40622417978231,6.32090320030987,9.87935616873186,5.80050171421672,9.7283725767058,9.84107136279206,6.14455090397185,6.2973218030171
"205493_s_at",5.07948744508274,5.88769690572731,5.04026237506685,6.19993739424527,5.11720800163333,5.13927302030684,6.69644962685052,6.53521770092433
"200877_at",10.3760617436172,10.5491091875271,10.445328707373,10.8874858998851,10.4691239197484,10.4355078448102,11.0242330360648,11.052944992437
"201946_s_at",8.25646252591059,9.74810725221075,8.63535854349984,9.78931751835738,8.61619474993577,8.85709612857125,10.0900276740357,9.99894839569685
"200701_at",11.0674735539455,10.3295499655797,11.052153482558,9.77279526675968,11.1302244474147,11.0553119612871,10.1448381064749,10.0237148784395
"202289_s_at",6.27929931639606,5.7131194754411,6.39914984554959,5.80087074322067,6.24813524843625,6.14767879258168,6.17270253930875,6.15178531081266
"210821_x_at",7.8480594034844,8.0207210377703,7.42294551573255,8.24488571584773,7.62987324894535,7.42670155744963,8.01107499146347,8.02460116836734
"201315_x_at",12.1642204705071,10.9795872715481,12.2155080324848,10.1538656211713,12.1970801487481,12.1196191379244,10.2279533902572,10.2134463509564
"203258_at",9.59819183842094,10.6918324108555,9.60645436314703,10.6184320756604,9.67950877393438,9.98544175099692,10.7634078417831,10.6271723421023
"204240_s_at",5.78991461873476,6.78781502343528,5.71939419464412,7.44967992706963,6.05257645692841,5.71768370572208,7.79018981599875,8.06312852408281
"200000_s_at",8.0906454195416,8.31804849204371,8.05731628450098,8.94758563521551,8.12374877479158,8.10514848646493,9.05662784494136,9.02607848376874
"209288_s_at",6.08229911001794,5.56918682711001,6.41637841566074,5.37208431141976,6.42282678486814,6.18931000027403,5.96786642639446,5.96004499064854
"205367_at",7.31046842024803,7.28169982848929,7.32062293554035,6.73522105623407,7.29481933992948,7.22296740107855,6.83723704672289,6.75983004218855
"209064_x_at",7.22893838322503,6.90535444691942,7.61973912774968,6.57801500069848,7.37134985994991,7.4673145131719,7.33592221132626,7.39565335169425
"201014_s_at",7.53992519167638,9.82643882192488,8.11871691171881,9.97248173180865,8.09228642441302,8.36936208013828,10.287735330934,10.3451342869234
"204542_at",7.94379712759437,7.1040488407887,7.85866635514229,7.4145296249077,7.77775689212966,7.86050698027601,7.2711152426271,7.09376980438741
"211681_s_at",6.3376596862666,6.74819634913827,6.39853291325728,7.21577817380358,6.40356616140451,6.19580106359518,7.38938306836498,7.28551522819178
"202444_s_at",6.3259030101133,6.70683214063436,6.48491336139012,6.88389305384862,6.30092771547982,6.27245658350195,6.97959069412224,6.97799834110003
"203145_at",6.59785117413199,7.22226310237292,6.22221820065803,7.29701426171944,6.50981542501668,6.58603890941322,7.41375783479771,7.5495289314154
"207713_s_at",9.86880707953855,7.51935460665941,9.68748134690062,7.8684179549702,9.80291940598323,9.85024167891647,7.61673893751404,7.45265944558972
"205046_at",6.17873283442029,6.81602426396996,6.06692075566705,6.9687001354885,6.03337472744442,5.92366633064291,7.19055313492037,7.27230872754901
"206653_at",6.01336020275479,7.40786652700274,6.22867725579364,7.54728935751845,6.40329034811889,6.02348914288035,7.95143194822467,8.40264015556039
"209382_at",6.80891025265019,6.43304273352775,7.06207476189585,5.91269554649084,7.2089344840095,7.11007668216475,6.44956835748569,6.26669702969627
"206245_s_at",5.90729917593218,5.80349829425703,6.02934903513306,5.56341321253054,6.0439820971695,6.0594430874778,5.51160529494088,5.62162653717548
"207828_s_at",6.56508440714195,7.38495394990248,6.34516292535219,7.95663686872532,6.18424175146975,6.6218726924591,8.2131957723864,8.09201418385948
"208746_x_at",10.84083161411,11.2003930582336,10.6129742981106,11.1820366495947,10.8603015557095,10.6647498646179,11.4055530393084,11.365132029045
"31874_at",7.23760240773966,8.32541763681771,7.47053472779965,8.20063933599579,7.38793804341887,7.52627684355793,8.38900155666914,8.3652157463391
"204146_at",5.15212228724259,6.41110375968892,5.2105135534265,6.34231180781596,5.28229832404315,5.0202052114409,6.56776251285646,6.87710049196741
"204280_at",6.35277132702093,5.8486518248838,5.99168470777425,6.0369893710223,6.05676904941264,6.21544499851639,5.55377942366444,5.42419067268928
"218748_s_at",7.00825558599718,8.26545982266798,7.81877409593465,8.35678637042825,7.55003458509852,7.57051958267468,8.58842653068342,8.55538345459976
"209781_s_at",7.86265486458781,7.56604280074708,7.96033581968656,7.15244573790754,7.70306559748614,8.04702305483726,7.29278386645147,7.42825764962324
"201488_x_at",8.14388438242375,8.44796246370904,8.21785936194437,8.7301950214726,8.18084409583561,8.47432973313874,8.90037109136166,8.96552200778236
"201628_s_at",8.4820852266442,8.69026210097517,8.42133332429652,9.03006078501326,8.71525489965048,8.62421388643819,9.0044177561729,9.18242603705451
"206917_at",5.28669174075179,6.82096262023108,5.88158392651045,6.87189742129994,6.02369262760037,5.89429019490898,6.76661690464981,6.95335833132678
"39966_at",6.23330395878085,8.18112382003037,6.38737072559805,6.77519252914785,6.19081459175465,6.06622711435688,7.15352893883868,7.24186869852698
"202735_at",8.20120628048567,9.1459964728785,8.32276025216885,8.47409204378866,8.25047730920821,8.38973430326117,9.08899997373574,9.19887674805832
"209598_at",6.21657659883229,6.78855861002248,6.40978205183506,6.59825434225373,6.12099535692348,6.04870727435836,6.92240784232482,6.90656369319246
